driver_rating,food_type,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
1.9,Non-Veg,Clear,Foil,4,Pimpri,10.9,1
2.7,Veg,Fog,Paper,0,Viman Nagar,70.8,0
4.8,Veg,Fog,Paper,5,Wakad,48.3,0
2.0,Non-Veg,Rain,Box,5,Shivaji Nagar,15.7,0
1.8,Veg,Storm,Box,0,Koregaon Park,62.3,1
2.5,Non-Veg,Storm,Plastic,1,Shivaji Nagar,20.0,0
2.6,Non-Veg,Storm,Foil,5,Hadapsar,89.2,0
5.0,Non-Veg,Rain,Foil,0,Hinjewadi,34.5,0
3.8,Veg,Fog,Paper,1,Shivaji Nagar,67.4,1
4.5,Non-Veg,Storm,Plastic,1,Viman Nagar,62.1,0
1.0,Non-Veg,Clear,Paper,2,Pimpri,76.5,1
2.3,Veg,Rain,Plastic,4,Kothrud,66.6,1
2.5,Non-Veg,Rain,Plastic,2,Kothrud,67.8,0
3.4,Veg,Storm,Paper,4,Baner,65.1,1
3.4,Non-Veg,Storm,Box,0,Koregaon Park,42.0,0
3.1,Non-Veg,Rain,Foil,1,Hinjewadi,65.2,0
4.2,Non-Veg,Fog,Foil,4,Viman Nagar,30.6,0
3.4,Non-Veg,Rain,Paper,3,Baner,78.1,0
1.7,Non-Veg,Storm,Plastic,0,Hinjewadi,45.0,0
3.9,Veg,Storm,Paper,4,Wakad,52.0,0
3.5,Non-Veg,Rain,Paper,4,Swargate,67.6,1
4.9,Veg,Fog,Box,2,Hadapsar,66.5,1
3.7,Veg,Clear,Paper,3,Hinjewadi,15.5,0
4.6,Non-Veg,Fog,Box,0,Pimpri,60.9,0
2.5,Non-Veg,Clear,Plastic,1,Kothrud,66.8,1
3.7,Veg,Rain,Paper,5,Viman Nagar,26.5,1
4.9,Veg,Clear,Foil,5,Hinjewadi,45.6,1
1.3,Veg,Rain,Box,0,Wakad,42.7,0
2.1,Veg,Storm,Paper,2,Pimpri,26.3,1
1.9,Non-Veg,Fog,Foil,3,Kothrud,80.7,1
3.7,Non-Veg,Clear,Plastic,4,Baner,36.5,0
1.2,Non-Veg,Rain,Paper,3,Pimpri,64.5,0
2.8,Non-Veg,Storm,Paper,0,Hadapsar,62.5,1
2.5,Veg,Storm,Plastic,1,Hinjewadi,81.1,0
3.3,Non-Veg,Fog,Plastic,1,Hadapsar,28.4,0
4.9,Veg,Clear,Plastic,0,Hinjewadi,31.7,0
2.5,Veg,Clear,Box,4,Kothrud,69.3,0
2.2,Non-Veg,Fog,Box,4,Baner,32.3,0
4.6,Veg,Rain,Paper,4,Hadapsar,71.0,1
4.2,Veg,Clear,Foil,5,Hadapsar,77.1,1
3.9,Non-Veg,Rain,Paper,0,Shivaji Nagar,85.9,1
2.9,Non-Veg,Storm,Paper,5,Kothrud,68.6,0
3.0,Veg,Rain,Box,3,Baner,59.6,0
2.7,Veg,Fog,Plastic,2,Wakad,19.2,0
2.1,Veg,Storm,Plastic,5,Pimpri,66.3,1
4.5,Veg,Storm,Paper,4,Swargate,70.5,1
2.7,Non-Veg,Rain,Box,0,Wakad,37.9,0
1.0,Veg,Storm,Foil,5,Hadapsar,66.5,0
3.4,Non-Veg,Storm,Box,3,Swargate,80.6,0
3.2,Non-Veg,Clear,Box,5,Viman Nagar,10.2,0
4.9,Veg,Rain,Box,5,Koregaon Park,89.4,1
3.0,Veg,Storm,Paper,2,Hadapsar,67.0,1
3.6,Veg,Fog,Plastic,4,Hinjewadi,17.5,1
1.1,Veg,Clear,Plastic,4,Pimpri,74.2,1
3.7,Veg,Rain,Paper,3,Swargate,80.0,1
1.4,Veg,Rain,Box,2,Baner,70.9,0
3.9,Non-Veg,Rain,Box,1,Koregaon Park,31.6,0
3.3,Veg,Clear,Foil,5,Shivaji Nagar,70.1,0
4.7,Non-Veg,Fog,Foil,4,Hinjewadi,33.7,1
3.1,Veg,Clear,Plastic,0,Wakad,74.4,0
4.4,Veg,Storm,Paper,1,Wakad,32.4,0
4.3,Veg,Clear,Paper,0,Wakad,77.0,0
3.9,Veg,Rain,Paper,0,Hinjewadi,28.6,0
3.5,Non-Veg,Clear,Plastic,0,Swargate,76.1,0
2.8,Non-Veg,Fog,Paper,0,Koregaon Park,32.5,0
4.4,Veg,Rain,Paper,5,Hinjewadi,66.7,1
3.9,Veg,Fog,Paper,5,Hinjewadi,35.4,0
1.1,Non-Veg,Fog,Box,5,Wakad,65.0,0
2.1,Non-Veg,Rain,Paper,4,Hadapsar,15.1,1
2.5,Non-Veg,Rain,Plastic,4,Hadapsar,73.1,0
3.3,Non-Veg,Storm,Box,2,Viman Nagar,14.7,0
3.8,Veg,Clear,Box,2,Swargate,58.9,0
3.2,Veg,Storm,Plastic,2,Hadapsar,52.9,0
1.5,Non-Veg,Fog,Plastic,1,Koregaon Park,34.5,0
3.4,Veg,Storm,Plastic,1,Koregaon Park,57.1,0
2.5,Veg,Clear,Paper,5,Kothrud,22.4,0
1.9,Non-Veg,Rain,Paper,3,Swargate,19.0,0
2.9,Non-Veg,Clear,Foil,5,Baner,84.8,1
2.4,Veg,Fog,Plastic,2,Swargate,15.4,0
2.6,Veg,Rain,Plastic,5,Kothrud,11.5,0
4.8,Non-Veg,Clear,Box,1,Baner,61.5,0
2.5,Veg,Storm,Plastic,5,Baner,82.0,0
1.3,Veg,Fog,Paper,0,Pimpri,63.4,1
3.4,Non-Veg,Clear,Box,5,Wakad,40.3,0
3.2,Non-Veg,Rain,Box,3,Hadapsar,65.6,0
2.0,Non-Veg,Rain,Paper,4,Viman Nagar,33.0,0
3.0,Veg,Rain,Foil,4,Hinjewadi,79.7,0
2.5,Veg,Fog,Foil,1,Wakad,31.3,0
4.9,Veg,Storm,Paper,0,Pimpri,86.5,0
2.3,Veg,Rain,Paper,2,Wakad,22.9,1
4.9,Non-Veg,Fog,Box,1,Wakad,17.8,0
3.4,Veg,Fog,Box,3,Kothrud,74.8,0
1.5,Non-Veg,Fog,Paper,1,Hinjewadi,19.7,0
2.6,Veg,Clear,Foil,2,Kothrud,39.8,0
1.4,Non-Veg,Storm,Plastic,3,Baner,60.5,1
2.4,Non-Veg,Storm,Foil,1,Wakad,27.1,0
2.7,Non-Veg,Storm,Paper,1,Koregaon Park,50.9,0
4.8,Non-Veg,Clear,Plastic,4,Viman Nagar,37.7,0
2.3,Non-Veg,Fog,Paper,4,Hadapsar,17.5,1
1.4,Veg,Storm,Paper,3,Hinjewadi,55.1,0
4.8,Non-Veg,Clear,Box,3,Baner,20.7,0
4.9,Non-Veg,Rain,Box,1,Hadapsar,59.0,1
3.4,Non-Veg,Fog,Box,3,Shivaji Nagar,34.6,0
1.2,Non-Veg,Rain,Box,5,Viman Nagar,40.5,1
2.7,Non-Veg,Storm,Plastic,1,Viman Nagar,30.1,0
1.8,Non-Veg,Fog,Plastic,2,Kothrud,13.2,0
1.8,Veg,Clear,Foil,3,Hinjewadi,75.6,0
2.6,Non-Veg,Storm,Paper,3,Pimpri,38.4,1
4.0,Veg,Clear,Plastic,2,Baner,43.8,0
1.5,Veg,Storm,Paper,4,Kothrud,10.6,0
2.3,Non-Veg,Storm,Box,3,Hadapsar,30.8,1
3.6,Non-Veg,Fog,Box,0,Wakad,56.1,0
1.8,Veg,Rain,Paper,2,Pimpri,78.1,0
2.3,Veg,Storm,Paper,3,Hinjewadi,47.5,0
1.9,Non-Veg,Fog,Foil,0,Shivaji Nagar,57.6,0
4.0,Non-Veg,Rain,Foil,0,Pimpri,40.3,0
2.3,Non-Veg,Clear,Foil,2,Koregaon Park,51.7,0
2.1,Non-Veg,Storm,Foil,2,Pimpri,40.4,1
3.4,Veg,Rain,Box,1,Hinjewadi,26.6,0
1.1,Non-Veg,Fog,Plastic,5,Koregaon Park,62.5,1
4.6,Veg,Clear,Paper,2,Hadapsar,56.8,0
4.4,Non-Veg,Rain,Box,0,Swargate,88.0,0
2.8,Veg,Clear,Box,4,Koregaon Park,12.4,0
3.7,Non-Veg,Clear,Paper,2,Kothrud,51.5,0
1.5,Non-Veg,Clear,Paper,5,Koregaon Park,74.9,1
1.4,Veg,Storm,Box,3,Koregaon Park,59.4,1
3.6,Non-Veg,Clear,Foil,1,Viman Nagar,82.0,1
2.7,Veg,Rain,Foil,2,Hadapsar,12.2,0
1.2,Non-Veg,Rain,Paper,3,Kothrud,41.8,1
3.5,Veg,Fog,Foil,3,Viman Nagar,29.3,0
3.4,Veg,Fog,Paper,5,Shivaji Nagar,68.0,0
4.5,Non-Veg,Clear,Box,4,Koregaon Park,77.1,0
2.8,Non-Veg,Rain,Box,5,Hinjewadi,80.8,0
2.3,Non-Veg,Clear,Paper,1,Wakad,64.8,0
1.5,Veg,Rain,Plastic,3,Swargate,48.1,1
1.8,Veg,Storm,Box,3,Shivaji Nagar,22.2,1
2.1,Non-Veg,Clear,Foil,3,Pimpri,13.6,0
2.0,Veg,Storm,Foil,2,Koregaon Park,89.1,1
4.0,Veg,Storm,Box,2,Pimpri,37.6,0
1.7,Veg,Storm,Foil,2,Kothrud,21.2,1
1.1,Veg,Fog,Plastic,0,Baner,80.5,0
1.6,Non-Veg,Storm,Paper,4,Viman Nagar,78.7,0
4.3,Veg,Clear,Box,1,Hinjewadi,71.9,0
3.0,Veg,Rain,Box,5,Kothrud,47.5,0
3.7,Non-Veg,Fog,Paper,2,Koregaon Park,75.5,1
4.8,Veg,Rain,Paper,3,Hinjewadi,47.1,0
1.9,Veg,Clear,Box,0,Hinjewadi,64.8,0
3.6,Veg,Storm,Plastic,0,Viman Nagar,35.9,0
2.4,Veg,Storm,Box,2,Wakad,37.6,0
2.1,Veg,Clear,Plastic,4,Shivaji Nagar,80.0,0
4.3,Non-Veg,Clear,Paper,4,Hinjewadi,35.7,0
3.8,Non-Veg,Clear,Plastic,2,Wakad,55.0,0
1.1,Non-Veg,Fog,Paper,2,Hadapsar,31.5,0
4.9,Veg,Rain,Foil,4,Baner,42.0,0
4.7,Veg,Fog,Paper,3,Shivaji Nagar,80.0,0
2.8,Non-Veg,Clear,Paper,1,Pimpri,82.3,1
2.1,Veg,Fog,Foil,0,Koregaon Park,29.7,0
3.8,Veg,Clear,Foil,2,Kothrud,18.6,1
3.0,Veg,Clear,Box,5,Hinjewadi,11.1,0
1.1,Non-Veg,Storm,Foil,5,Shivaji Nagar,37.4,1
3.3,Non-Veg,Clear,Plastic,1,Hadapsar,88.2,0
3.2,Non-Veg,Storm,Foil,0,Kothrud,85.8,0
3.0,Veg,Rain,Paper,2,Viman Nagar,10.2,0
4.8,Veg,Storm,Foil,3,Pimpri,66.0,0
3.1,Non-Veg,Storm,Plastic,2,Viman Nagar,52.5,1
4.4,Veg,Rain,Box,5,Koregaon Park,85.3,1
2.8,Veg,Fog,Foil,1,Hadapsar,57.9,0
2.1,Non-Veg,Storm,Paper,3,Hinjewadi,60.1,1
4.0,Non-Veg,Fog,Paper,1,Swargate,85.4,0
1.5,Veg,Storm,Paper,5,Pimpri,18.7,0
4.8,Veg,Storm,Foil,0,Baner,82.0,0
2.4,Non-Veg,Rain,Plastic,2,Viman Nagar,52.6,1
1.2,Veg,Rain,Foil,5,Hinjewadi,63.9,1
3.4,Veg,Storm,Box,0,Swargate,72.2,0
3.0,Veg,Fog,Foil,2,Baner,18.2,0
5.0,Non-Veg,Rain,Foil,3,Shivaji Nagar,70.1,1
2.5,Non-Veg,Storm,Plastic,5,Koregaon Park,33.7,1
4.2,Non-Veg,Fog,Paper,2,Wakad,39.4,0
3.9,Non-Veg,Storm,Box,0,Koregaon Park,89.6,0
4.8,Non-Veg,Rain,Plastic,3,Baner,80.7,1
3.1,Non-Veg,Fog,Plastic,3,Kothrud,85.9,0
1.3,Veg,Clear,Paper,0,Wakad,11.0,0
1.2,Non-Veg,Clear,Foil,4,Viman Nagar,22.5,0
4.5,Non-Veg,Storm,Plastic,4,Hadapsar,61.5,1
1.0,Non-Veg,Fog,Foil,4,Koregaon Park,25.9,1
2.1,Non-Veg,Clear,Paper,4,Swargate,79.4,1
3.8,Non-Veg,Clear,Foil,2,Baner,61.1,0
1.2,Non-Veg,Storm,Paper,4,Shivaji Nagar,27.5,0
1.9,Non-Veg,Clear,Box,3,Hadapsar,24.7,0
2.0,Veg,Fog,Plastic,0,Swargate,69.6,1
3.0,Non-Veg,Fog,Foil,4,Baner,61.2,1
3.2,Non-Veg,Rain,Box,4,Pimpri,18.9,0
3.3,Veg,Storm,Foil,1,Viman Nagar,78.0,0
2.6,Non-Veg,Rain,Plastic,3,Viman Nagar,59.1,0
3.3,Veg,Fog,Box,0,Swargate,67.7,1
3.1,Veg,Rain,Foil,4,Baner,17.7,0
2.4,Veg,Rain,Foil,5,Hinjewadi,25.2,0
2.1,Non-Veg,Fog,Paper,1,Kothrud,46.2,1
3.6,Veg,Rain,Plastic,3,Baner,11.1,0
3.0,Non-Veg,Fog,Plastic,3,Hinjewadi,21.0,0
2.2,Veg,Fog,Foil,1,Shivaji Nagar,41.0,0
1.6,Veg,Clear,Box,4,Hadapsar,61.7,1
4.2,Non-Veg,Clear,Plastic,2,Shivaji Nagar,31.0,0
3.1,Veg,Clear,Foil,3,Shivaji Nagar,20.4,0
3.2,Veg,Storm,Paper,3,Pimpri,18.3,0
2.3,Veg,Clear,Box,3,Hinjewadi,36.1,0
2.4,Veg,Fog,Box,5,Koregaon Park,10.2,0
3.0,Veg,Clear,Paper,4,Pimpri,45.6,1
1.5,Veg,Rain,Box,0,Shivaji Nagar,66.2,0
2.3,Veg,Storm,Box,3,Kothrud,76.5,0
2.2,Non-Veg,Clear,Box,0,Koregaon Park,87.8,1
3.0,Non-Veg,Rain,Plastic,0,Baner,65.5,0
3.2,Veg,Rain,Box,1,Kothrud,71.3,0
4.8,Non-Veg,Clear,Plastic,0,Hadapsar,70.2,0
1.7,Non-Veg,Rain,Foil,3,Swargate,76.7,0
2.5,Non-Veg,Clear,Foil,0,Baner,83.6,1
1.8,Non-Veg,Clear,Foil,0,Wakad,30.3,1
4.8,Non-Veg,Clear,Foil,2,Hadapsar,29.1,0
2.7,Veg,Fog,Plastic,4,Viman Nagar,25.0,0
4.5,Non-Veg,Storm,Paper,4,Wakad,39.3,1
2.6,Non-Veg,Rain,Box,1,Koregaon Park,16.6,0
3.2,Veg,Storm,Paper,2,Shivaji Nagar,57.1,0
4.7,Non-Veg,Fog,Paper,5,Hadapsar,60.8,1
4.5,Veg,Storm,Paper,4,Wakad,69.2,0
1.4,Non-Veg,Clear,Paper,3,Hinjewadi,21.2,0
3.5,Veg,Rain,Box,2,Shivaji Nagar,74.0,0
2.0,Non-Veg,Fog,Paper,0,Koregaon Park,50.2,0
2.7,Non-Veg,Fog,Paper,4,Viman Nagar,75.3,0
1.0,Veg,Clear,Plastic,1,Koregaon Park,28.5,0
1.8,Veg,Fog,Paper,2,Hinjewadi,13.0,0
3.6,Veg,Fog,Box,5,Wakad,69.7,0
1.5,Veg,Fog,Box,0,Kothrud,60.7,0
2.9,Veg,Storm,Paper,0,Kothrud,64.1,0
3.1,Veg,Clear,Box,2,Pimpri,76.2,0
3.9,Non-Veg,Clear,Foil,2,Viman Nagar,20.0,0
2.9,Veg,Fog,Foil,5,Hinjewadi,58.2,0
4.3,Non-Veg,Clear,Paper,0,Koregaon Park,36.0,0
4.9,Non-Veg,Storm,Paper,2,Shivaji Nagar,61.1,0
1.1,Veg,Clear,Paper,1,Hinjewadi,78.6,0
2.9,Non-Veg,Fog,Box,3,Shivaji Nagar,79.5,0
4.8,Veg,Storm,Foil,5,Shivaji Nagar,11.0,0
3.6,Non-Veg,Fog,Box,4,Shivaji Nagar,41.0,0
1.1,Non-Veg,Fog,Plastic,2,Swargate,53.4,0
4.5,Non-Veg,Rain,Foil,4,Swargate,83.1,1
1.8,Veg,Clear,Foil,2,Swargate,43.5,0
3.7,Veg,Storm,Paper,0,Koregaon Park,62.8,0
3.6,Non-Veg,Rain,Foil,1,Baner,14.8,0
3.5,Non-Veg,Clear,Paper,4,Swargate,16.6,1
2.7,Non-Veg,Rain,Foil,1,Baner,61.2,1
2.9,Non-Veg,Rain,Plastic,5,Swargate,38.1,0
4.2,Veg,Storm,Box,3,Wakad,62.5,0
2.2,Non-Veg,Rain,Box,5,Swargate,75.2,0
4.0,Non-Veg,Clear,Box,5,Wakad,20.4,0
4.6,Non-Veg,Storm,Paper,4,Kothrud,87.5,0
3.8,Veg,Rain,Box,2,Pimpri,64.2,0
2.3,Non-Veg,Clear,Foil,2,Shivaji Nagar,43.2,0
2.6,Veg,Fog,Plastic,2,Swargate,72.2,0
3.9,Non-Veg,Storm,Box,5,Pimpri,72.6,0
1.7,Veg,Clear,Foil,0,Koregaon Park,65.8,1
2.0,Non-Veg,Rain,Plastic,3,Wakad,26.8,0
3.1,Veg,Rain,Foil,1,Shivaji Nagar,25.0,1
1.4,Veg,Rain,Paper,1,Viman Nagar,70.8,0
2.7,Veg,Rain,Paper,2,Viman Nagar,10.4,0
5.0,Non-Veg,Fog,Paper,3,Swargate,63.2,0
2.5,Veg,Storm,Box,4,Kothrud,87.0,0
4.6,Non-Veg,Fog,Foil,3,Baner,42.5,0
1.2,Non-Veg,Rain,Foil,0,Koregaon Park,71.0,1
2.3,Veg,Clear,Box,5,Viman Nagar,52.6,0
4.1,Veg,Fog,Paper,4,Viman Nagar,10.5,0
2.0,Veg,Fog,Plastic,3,Hinjewadi,53.2,0
3.9,Veg,Storm,Foil,3,Baner,13.9,0
1.4,Veg,Storm,Foil,5,Viman Nagar,53.6,1
4.2,Veg,Rain,Plastic,3,Hadapsar,25.8,0
5.0,Non-Veg,Rain,Box,1,Kothrud,11.3,0
2.9,Veg,Fog,Foil,5,Viman Nagar,17.4,0
2.2,Non-Veg,Fog,Plastic,0,Hinjewadi,51.8,0
2.8,Non-Veg,Clear,Paper,3,Shivaji Nagar,61.8,0
3.2,Veg,Rain,Foil,2,Pimpri,74.3,1
3.4,Non-Veg,Clear,Plastic,4,Swargate,33.6,0
3.9,Veg,Storm,Paper,5,Hadapsar,81.0,1
2.0,Veg,Rain,Plastic,4,Koregaon Park,73.5,1
1.4,Veg,Storm,Foil,1,Wakad,52.7,0
2.1,Veg,Clear,Foil,2,Pimpri,12.3,1
3.4,Non-Veg,Rain,Plastic,5,Wakad,76.2,0
3.8,Non-Veg,Storm,Plastic,1,Hinjewadi,66.3,1
4.4,Non-Veg,Storm,Box,4,Swargate,33.1,1
2.0,Veg,Rain,Box,1,Wakad,79.9,0
1.1,Veg,Rain,Plastic,5,Kothrud,79.6,1
2.9,Veg,Storm,Paper,1,Shivaji Nagar,23.5,0
1.4,Non-Veg,Storm,Plastic,4,Baner,47.7,1
2.7,Non-Veg,Clear,Box,3,Kothrud,47.2,0
4.2,Veg,Rain,Box,4,Hinjewadi,10.9,1
3.9,Veg,Rain,Box,4,Pimpri,33.3,0
4.9,Non-Veg,Clear,Box,2,Viman Nagar,80.9,0
2.8,Non-Veg,Clear,Foil,3,Pimpri,35.1,0
2.6,Veg,Clear,Box,4,Baner,63.3,1
3.4,Veg,Fog,Box,2,Hadapsar,85.6,0
4.2,Veg,Fog,Paper,4,Viman Nagar,78.0,0
1.3,Veg,Rain,Box,3,Shivaji Nagar,79.1,1
3.1,Veg,Clear,Foil,4,Shivaji Nagar,21.3,0
1.9,Non-Veg,Fog,Foil,0,Baner,52.5,1
4.6,Veg,Storm,Plastic,1,Shivaji Nagar,53.6,0
4.3,Non-Veg,Rain,Foil,5,Koregaon Park,88.9,0
2.3,Veg,Rain,Box,0,Swargate,59.7,0
1.1,Veg,Fog,Foil,0,Hadapsar,69.8,0
1.8,Veg,Rain,Foil,0,Wakad,70.7,0
4.5,Veg,Clear,Plastic,5,Kothrud,82.9,1
2.6,Veg,Storm,Plastic,5,Viman Nagar,62.5,1
2.1,Non-Veg,Fog,Plastic,4,Hadapsar,35.7,1
4.3,Non-Veg,Storm,Foil,0,Wakad,33.3,0
2.3,Non-Veg,Rain,Paper,1,Baner,67.8,1
3.6,Non-Veg,Storm,Box,4,Pimpri,22.7,0
1.7,Veg,Clear,Foil,1,Kothrud,78.6,0
3.9,Veg,Fog,Box,3,Hadapsar,58.3,0
4.2,Non-Veg,Fog,Box,3,Hadapsar,60.2,0
1.1,Veg,Fog,Box,0,Pimpri,72.0,1
3.9,Non-Veg,Storm,Paper,2,Koregaon Park,52.2,0
2.8,Non-Veg,Fog,Foil,2,Wakad,86.3,0
2.6,Veg,Storm,Plastic,4,Wakad,77.8,1
4.5,Non-Veg,Clear,Foil,2,Wakad,80.5,0
2.4,Veg,Storm,Paper,3,Viman Nagar,17.9,1
4.7,Non-Veg,Storm,Box,3,Baner,15.5,0
3.3,Non-Veg,Storm,Plastic,0,Pimpri,37.8,1
4.5,Veg,Clear,Box,2,Viman Nagar,27.9,0
1.4,Veg,Fog,Foil,5,Swargate,12.4,0
1.3,Veg,Rain,Paper,2,Baner,89.9,0
3.8,Veg,Clear,Paper,2,Kothrud,72.9,1
2.9,Veg,Clear,Foil,1,Baner,10.2,0
3.5,Veg,Storm,Foil,4,Pimpri,10.8,1
1.8,Non-Veg,Storm,Box,0,Viman Nagar,38.8,1
1.5,Veg,Storm,Paper,2,Pimpri,39.1,1
3.3,Non-Veg,Fog,Plastic,1,Shivaji Nagar,60.0,1
3.1,Veg,Clear,Plastic,1,Hinjewadi,67.6,1
2.8,Non-Veg,Storm,Paper,5,Koregaon Park,33.7,1
3.1,Non-Veg,Clear,Box,3,Hadapsar,61.3,0
2.6,Veg,Rain,Paper,3,Wakad,56.1,0
3.5,Veg,Rain,Paper,2,Shivaji Nagar,20.6,0
1.0,Veg,Clear,Plastic,1,Baner,17.3,1
1.1,Non-Veg,Rain,Foil,5,Wakad,37.0,0
1.5,Veg,Storm,Paper,0,Koregaon Park,85.0,0
3.9,Veg,Rain,Box,2,Viman Nagar,40.9,0
3.5,Non-Veg,Rain,Box,5,Koregaon Park,88.0,1
4.2,Veg,Storm,Foil,1,Wakad,40.7,0
2.6,Non-Veg,Rain,Foil,4,Pimpri,39.2,0
3.1,Veg,Fog,Box,3,Hadapsar,28.7,0
2.5,Veg,Fog,Foil,1,Hinjewadi,27.4,0
3.9,Non-Veg,Clear,Plastic,2,Baner,81.3,1
3.1,Veg,Storm,Foil,1,Koregaon Park,61.1,0
4.2,Veg,Fog,Paper,1,Viman Nagar,89.6,0
3.9,Veg,Rain,Foil,0,Wakad,77.5,0
2.7,Veg,Fog,Paper,4,Viman Nagar,79.5,1
1.3,Veg,Clear,Paper,0,Hadapsar,83.3,1
1.3,Non-Veg,Fog,Paper,1,Shivaji Nagar,75.9,1
1.2,Non-Veg,Rain,Box,1,Hadapsar,67.3,1
4.6,Non-Veg,Rain,Plastic,0,Baner,80.6,1
1.8,Veg,Clear,Plastic,5,Swargate,86.5,1
1.7,Non-Veg,Storm,Plastic,3,Hadapsar,48.6,1
2.4,Veg,Rain,Foil,1,Wakad,47.4,1
3.2,Veg,Rain,Box,1,Pimpri,18.0,0
4.0,Veg,Rain,Box,4,Baner,74.9,0
2.6,Non-Veg,Fog,Box,0,Wakad,14.8,0
2.8,Non-Veg,Storm,Plastic,3,Kothrud,51.7,0
4.0,Veg,Clear,Box,0,Baner,45.0,0
2.1,Veg,Fog,Foil,5,Viman Nagar,79.9,1
3.5,Non-Veg,Rain,Box,3,Viman Nagar,66.9,0
2.3,Non-Veg,Fog,Foil,5,Hadapsar,32.6,1
1.4,Veg,Clear,Foil,3,Viman Nagar,71.9,1
4.9,Veg,Fog,Foil,3,Hinjewadi,85.4,0
2.0,Veg,Storm,Box,5,Swargate,13.1,0
2.3,Non-Veg,Fog,Plastic,1,Viman Nagar,65.8,0
1.3,Non-Veg,Storm,Foil,4,Shivaji Nagar,22.0,1
1.5,Non-Veg,Fog,Box,0,Pimpri,49.8,0
2.8,Non-Veg,Fog,Paper,0,Pimpri,40.9,0
4.1,Non-Veg,Clear,Foil,0,Pimpri,32.9,0
2.6,Veg,Fog,Paper,1,Viman Nagar,64.9,0
2.6,Veg,Fog,Box,5,Hadapsar,23.0,1
3.7,Non-Veg,Storm,Box,0,Viman Nagar,49.1,0
3.2,Veg,Fog,Box,3,Baner,55.0,0
2.5,Non-Veg,Fog,Paper,2,Hadapsar,69.1,0
2.3,Veg,Rain,Plastic,3,Kothrud,13.8,0
1.3,Non-Veg,Rain,Paper,2,Viman Nagar,83.1,1
2.1,Non-Veg,Clear,Foil,2,Viman Nagar,13.6,1
1.2,Non-Veg,Fog,Foil,3,Pimpri,60.1,1
3.7,Veg,Storm,Paper,5,Wakad,51.8,0
3.4,Veg,Rain,Foil,3,Swargate,37.1,0
2.0,Veg,Fog,Plastic,1,Viman Nagar,47.5,0
1.5,Veg,Storm,Plastic,1,Koregaon Park,41.2,1
3.4,Veg,Rain,Plastic,3,Hinjewadi,33.1,0
4.3,Non-Veg,Storm,Plastic,2,Swargate,43.3,0
4.6,Non-Veg,Rain,Box,5,Viman Nagar,31.2,0
4.9,Non-Veg,Rain,Box,0,Shivaji Nagar,48.4,0
1.9,Non-Veg,Rain,Plastic,0,Baner,85.6,1
3.5,Veg,Fog,Foil,4,Hadapsar,33.0,1
1.2,Non-Veg,Clear,Box,0,Koregaon Park,25.8,0
1.2,Non-Veg,Storm,Plastic,1,Kothrud,41.2,1
2.6,Veg,Fog,Foil,0,Koregaon Park,89.6,1
4.3,Veg,Fog,Plastic,0,Viman Nagar,64.6,1
2.3,Non-Veg,Fog,Plastic,2,Swargate,15.5,1
3.9,Veg,Fog,Box,0,Hinjewadi,65.8,0
3.1,Veg,Clear,Plastic,3,Hadapsar,66.0,1
3.7,Non-Veg,Storm,Foil,1,Viman Nagar,17.8,0
1.1,Veg,Fog,Box,3,Viman Nagar,49.0,0
4.3,Non-Veg,Clear,Foil,0,Hadapsar,34.0,0
1.2,Non-Veg,Clear,Paper,0,Hinjewadi,54.0,0
1.3,Veg,Rain,Plastic,2,Pimpri,33.1,1
4.6,Non-Veg,Storm,Paper,5,Viman Nagar,41.3,1
1.2,Veg,Storm,Foil,2,Pimpri,70.0,1
1.4,Non-Veg,Clear,Box,0,Baner,66.7,1
2.8,Veg,Storm,Paper,0,Koregaon Park,15.2,0
2.3,Non-Veg,Rain,Paper,2,Wakad,30.4,1
5.0,Veg,Rain,Plastic,5,Hinjewadi,29.8,0
1.2,Non-Veg,Clear,Box,0,Koregaon Park,22.4,0
4.7,Non-Veg,Clear,Paper,1,Koregaon Park,18.0,1
1.1,Non-Veg,Clear,Foil,2,Koregaon Park,84.6,0
2.0,Veg,Clear,Box,5,Koregaon Park,85.3,1
1.9,Non-Veg,Fog,Foil,2,Baner,58.6,1
3.6,Veg,Clear,Paper,1,Wakad,66.2,0
4.3,Non-Veg,Storm,Foil,3,Kothrud,46.0,0
3.1,Non-Veg,Clear,Box,0,Viman Nagar,12.8,0
4.3,Veg,Storm,Plastic,0,Shivaji Nagar,42.8,0
4.9,Non-Veg,Fog,Foil,4,Hadapsar,16.4,0
4.1,Veg,Clear,Paper,5,Hadapsar,63.5,0
4.0,Non-Veg,Storm,Paper,0,Swargate,52.7,0
1.8,Veg,Clear,Paper,0,Viman Nagar,64.4,1
2.7,Veg,Rain,Paper,5,Kothrud,64.3,1
4.3,Veg,Storm,Box,5,Wakad,59.1,1
4.8,Non-Veg,Rain,Plastic,1,Baner,77.8,0
4.2,Non-Veg,Rain,Paper,2,Shivaji Nagar,55.7,0
3.4,Veg,Fog,Paper,1,Viman Nagar,36.3,0
4.3,Non-Veg,Clear,Paper,3,Wakad,14.1,0
2.6,Veg,Clear,Box,1,Viman Nagar,17.0,0
2.4,Non-Veg,Fog,Paper,2,Hadapsar,31.9,1
3.7,Veg,Storm,Box,0,Wakad,80.1,0
2.6,Non-Veg,Storm,Foil,3,Swargate,71.6,0
