food_type,weather_condition,packaging_type,city,distance_km,delivery_duration,rating,delay_flag,delivery_speed,complaint
Fast Food,Cloudy,Eco,Hinjewadi,9.49,30.61,1.8,1,18.6,0
Fast Food,Cloudy,Eco,Kothrud,5.36,39.7,4.0,0,8.1,0
Chinese,Clear,Box,Kothrud,7.21,11.62,4.7,0,37.23,0
Indian,Rainy,Eco,Baner,12.46,38.37,3.0,0,19.48,0
Indian,Cloudy,Bag,Hinjewadi,4.47,25.37,5.0,0,10.57,0
Indian,Clear,Plastic,Shivaji Nagar,5.32,54.36,2.7,0,5.87,0
Dessert,Stormy,Box,Pimpri,12.83,36.66,2.9,0,21.0,0
Fast Food,Clear,Box,Shivaji Nagar,7.9,39.39,3.7,0,12.03,0
Fast Food,Clear,Plastic,Wakad,12.59,57.28,1.7,0,13.19,0
Fast Food,Clear,Plastic,Wakad,6.24,48.21,4.6,0,7.77,0
Dessert,Stormy,Plastic,Koregaon Park,6.58,31.91,4.2,0,12.37,0
Fast Food,Clear,Box,Wakad,3.34,33.84,4.5,0,5.92,0
Dessert,Cloudy,Bag,Viman Nagar,13.83,42.4,3.4,0,19.57,0
Indian,Cloudy,Bag,Koregaon Park,13.55,20.01,4.5,0,40.63,0
Chinese,Clear,Plastic,Kothrud,14.78,14.43,3.7,1,61.46,0
Fast Food,Clear,Box,Viman Nagar,6.63,25.56,3.0,0,15.56,0
Fast Food,Cloudy,Eco,Hinjewadi,12.46,48.92,4.7,1,15.28,0
Indian,Clear,Box,Baner,6.81,22.87,2.8,1,17.87,0
Chinese,Cloudy,Plastic,Baner,7.36,16.54,3.0,1,26.7,0
Dessert,Clear,Box,Pimpri,12.62,20.95,1.7,0,36.14,0
Chinese,Clear,Box,Kothrud,3.48,43.95,4.8,0,4.75,0
Indian,Cloudy,Box,Pimpri,4.08,40.7,1.9,0,6.01,0
Indian,Clear,Eco,Shivaji Nagar,5.41,44.42,1.8,1,7.31,1
Chinese,Clear,Plastic,Hadapsar,12.03,26.1,1.4,0,27.66,0
Dessert,Clear,Plastic,Kothrud,6.22,55.04,2.8,0,6.78,0
Dessert,Clear,Plastic,Wakad,6.01,32.59,2.1,0,11.06,0
Fast Food,Rainy,Bag,Koregaon Park,14.98,35.69,4.0,1,25.18,1
Dessert,Cloudy,Bag,Shivaji Nagar,6.37,57.44,2.2,0,6.65,0
Chinese,Clear,Plastic,Wakad,4.47,58.96,3.9,0,4.55,0
Indian,Rainy,Box,Koregaon Park,9.72,43.08,1.8,0,13.54,0
Fast Food,Rainy,Box,Baner,12.23,57.24,1.9,1,12.82,1
Fast Food,Clear,Plastic,Viman Nagar,1.97,37.08,4.2,0,3.19,0
Indian,Clear,Eco,Baner,9.66,25.36,2.5,1,22.85,0
Dessert,Stormy,Eco,Shivaji Nagar,1.5,25.75,1.4,1,3.5,1
Indian,Cloudy,Box,Baner,8.37,37.95,4.8,1,13.23,0
Dessert,Rainy,Box,Baner,4.6,40.25,1.7,0,6.86,0
Indian,Rainy,Bag,Baner,5.29,31.98,1.6,0,9.92,0
Chinese,Clear,Eco,Kothrud,7.54,54.19,2.4,0,8.35,0
Dessert,Rainy,Box,Shivaji Nagar,13.98,31.33,1.4,0,26.77,0
Chinese,Rainy,Box,Pimpri,10.95,23.67,1.6,0,27.76,0
Fast Food,Rainy,Plastic,Baner,14.12,10.4,4.4,0,81.46,0
Indian,Clear,Bag,Baner,10.24,58.53,1.7,0,10.5,0
Fast Food,Clear,Eco,Koregaon Park,1.1,51.22,1.4,0,1.29,0
Fast Food,Clear,Eco,Viman Nagar,4.72,40.78,4.5,0,6.94,0
Fast Food,Stormy,Bag,Baner,13.68,51.53,2.8,1,15.93,1
Fast Food,Clear,Box,Pimpri,10.01,50.51,1.6,0,11.89,0
Indian,Clear,Eco,Pimpri,14.74,56.59,3.3,0,15.63,0
Fast Food,Clear,Eco,Viman Nagar,3.18,29.3,1.2,0,6.51,0
Indian,Clear,Eco,Viman Nagar,5.15,37.74,2.7,0,8.19,0
Indian,Cloudy,Plastic,Shivaji Nagar,6.07,14.93,3.4,0,24.39,0
Chinese,Rainy,Bag,Viman Nagar,5.57,58.27,4.8,0,5.74,0
Dessert,Rainy,Eco,Shivaji Nagar,4.53,59.26,2.3,0,4.59,0
Dessert,Clear,Bag,Hinjewadi,7.21,49.45,4.1,0,8.75,0
Indian,Cloudy,Box,Baner,9.99,32.71,1.5,0,18.32,0
Chinese,Clear,Bag,Pimpri,5.36,34.83,2.7,0,9.23,0
Indian,Clear,Plastic,Hinjewadi,2.12,31.77,1.9,0,4.0,0
Indian,Clear,Plastic,Baner,10.92,24.67,3.0,1,26.56,0
Indian,Clear,Bag,Pimpri,7.43,36.39,2.7,1,12.25,1
Chinese,Clear,Plastic,Pimpri,8.79,12.67,4.9,0,41.63,0
Dessert,Rainy,Eco,Koregaon Park,7.38,59.59,4.7,0,7.43,0
Chinese,Rainy,Plastic,Shivaji Nagar,13.47,31.2,3.3,1,25.9,1
Fast Food,Cloudy,Box,Hadapsar,8.82,56.37,1.7,1,9.39,1
Chinese,Clear,Bag,Koregaon Park,13.93,46.21,3.2,0,18.09,0
Chinese,Clear,Bag,Hinjewadi,8.15,24.5,4.2,0,19.96,0
Chinese,Clear,Box,Wakad,5.1,21.1,1.2,0,14.5,0
Chinese,Stormy,Box,Shivaji Nagar,5.98,59.78,2.7,0,6.0,0
Dessert,Rainy,Box,Viman Nagar,8.31,48.61,1.2,0,10.26,0
Fast Food,Cloudy,Box,Wakad,8.42,22.48,2.0,0,22.47,0
Dessert,Clear,Eco,Hinjewadi,10.62,13.37,1.4,1,47.66,0
Dessert,Rainy,Plastic,Baner,4.14,44.85,4.8,1,5.54,1
Chinese,Clear,Plastic,Kothrud,10.22,25.15,1.7,0,24.38,0
Indian,Rainy,Eco,Hadapsar,11.9,21.07,1.6,0,33.89,0
Indian,Stormy,Box,Koregaon Park,10.47,46.75,4.9,1,13.44,1
Dessert,Stormy,Bag,Baner,7.75,43.96,3.1,0,10.58,0
Dessert,Rainy,Bag,Hinjewadi,14.88,34.07,4.0,1,26.2,1
Chinese,Clear,Bag,Shivaji Nagar,6.67,57.13,2.3,0,7.01,0
Dessert,Stormy,Box,Hinjewadi,2.49,43.98,3.1,1,3.4,1
Chinese,Rainy,Eco,Wakad,12.5,54.67,1.0,0,13.72,0
Indian,Clear,Eco,Kothrud,3.97,19.53,2.6,0,12.2,0
Indian,Clear,Eco,Wakad,10.99,24.83,3.2,0,26.56,0
Fast Food,Clear,Plastic,Shivaji Nagar,3.51,15.23,3.1,1,13.83,0
Indian,Clear,Plastic,Pimpri,1.24,25.23,2.6,0,2.95,0
Dessert,Clear,Plastic,Wakad,3.24,58.59,4.2,0,3.32,0
Indian,Rainy,Plastic,Pimpri,6.28,58.14,3.0,0,6.48,0
Chinese,Clear,Bag,Viman Nagar,2.49,48.02,3.5,1,3.11,0
Indian,Clear,Bag,Baner,3.77,36.05,1.7,0,6.27,0
Fast Food,Rainy,Eco,Shivaji Nagar,11.7,49.04,4.4,0,14.31,0
Indian,Cloudy,Plastic,Hinjewadi,11.78,37.67,2.5,0,18.76,0
Chinese,Rainy,Eco,Viman Nagar,12.44,10.18,2.9,0,73.32,0
Chinese,Clear,Box,Wakad,12.78,35.08,2.4,0,21.86,0
Dessert,Stormy,Plastic,Baner,6.89,39.95,4.6,0,10.35,0
Indian,Stormy,Plastic,Pimpri,13.15,23.29,4.6,0,33.88,0
Chinese,Clear,Eco,Pimpri,8.36,20.16,1.9,1,24.88,0
Fast Food,Clear,Eco,Koregaon Park,7.59,23.69,4.0,0,19.22,0
Dessert,Cloudy,Box,Shivaji Nagar,11.06,41.18,1.4,0,16.11,0
Fast Food,Cloudy,Eco,Pimpri,3.99,17.3,1.1,1,13.84,1
Indian,Stormy,Plastic,Kothrud,12.05,46.02,4.3,0,15.71,0
Indian,Cloudy,Bag,Shivaji Nagar,7.01,31.13,1.5,1,13.51,1
Indian,Rainy,Box,Koregaon Park,2.78,27.67,1.6,0,6.03,0
Dessert,Rainy,Box,Shivaji Nagar,2.67,50.36,3.4,0,3.18,0
Chinese,Clear,Plastic,Shivaji Nagar,3.31,35.3,4.3,0,5.63,0
Dessert,Clear,Bag,Hinjewadi,13.47,28.92,1.8,0,27.95,0
Fast Food,Clear,Eco,Pimpri,14.87,53.91,1.5,1,16.55,0
Dessert,Rainy,Eco,Wakad,6.0,28.41,1.3,1,12.67,1
Fast Food,Rainy,Bag,Wakad,5.09,52.95,1.1,1,5.77,1
Dessert,Cloudy,Bag,Baner,4.06,35.21,1.5,0,6.92,0
Chinese,Clear,Plastic,Baner,12.53,20.4,4.8,0,36.85,0
Fast Food,Rainy,Eco,Baner,3.93,40.64,1.4,0,5.8,0
Indian,Clear,Plastic,Baner,13.94,24.27,3.4,0,34.46,0
Indian,Clear,Eco,Viman Nagar,10.34,17.36,4.7,0,35.74,0
Dessert,Cloudy,Eco,Wakad,13.56,14.33,3.5,0,56.78,0
Indian,Rainy,Bag,Baner,8.76,22.08,1.1,1,23.8,1
Fast Food,Stormy,Plastic,Koregaon Park,10.67,46.83,3.4,0,13.67,0
Indian,Clear,Bag,Wakad,9.67,51.9,4.6,0,11.18,0
Chinese,Clear,Plastic,Shivaji Nagar,12.64,53.09,2.3,1,14.29,1
Chinese,Clear,Eco,Pimpri,12.7,23.51,2.3,0,32.41,0
Dessert,Clear,Box,Shivaji Nagar,9.26,43.05,2.0,0,12.91,0
Fast Food,Cloudy,Box,Wakad,9.86,21.52,3.0,0,27.49,0
Chinese,Rainy,Plastic,Hinjewadi,13.91,41.14,2.0,0,20.29,0
Chinese,Cloudy,Plastic,Kothrud,14.02,54.36,3.9,1,15.47,0
Fast Food,Clear,Bag,Wakad,10.3,12.04,3.6,0,51.33,0
Indian,Cloudy,Eco,Hadapsar,1.11,59.26,2.6,1,1.12,1
Indian,Clear,Box,Baner,2.46,51.35,3.9,0,2.87,0
Dessert,Cloudy,Bag,Kothrud,13.01,48.08,1.4,0,16.24,0
Indian,Clear,Plastic,Viman Nagar,2.19,44.57,4.0,0,2.95,0
Fast Food,Clear,Eco,Viman Nagar,3.99,48.51,3.4,0,4.94,0
Chinese,Rainy,Bag,Hadapsar,4.23,59.73,3.5,1,4.25,1
Indian,Stormy,Bag,Koregaon Park,9.4,48.51,1.3,0,11.63,0
Dessert,Clear,Plastic,Shivaji Nagar,9.07,27.58,3.5,0,19.73,0
Indian,Clear,Eco,Pimpri,5.05,40.7,3.0,0,7.44,0
Fast Food,Cloudy,Box,Shivaji Nagar,3.91,26.85,2.9,0,8.74,0
Dessert,Clear,Bag,Wakad,11.7,58.5,2.3,0,12.0,0
Indian,Clear,Plastic,Shivaji Nagar,14.1,55.01,1.0,1,15.38,0
Dessert,Clear,Bag,Hinjewadi,1.74,38.38,2.7,0,2.72,0
Fast Food,Clear,Plastic,Shivaji Nagar,2.86,49.06,2.6,0,3.5,0
Chinese,Stormy,Plastic,Baner,9.99,55.48,2.7,1,10.8,1
Fast Food,Cloudy,Plastic,Shivaji Nagar,12.26,22.18,3.4,0,33.17,0
Fast Food,Rainy,Eco,Hadapsar,12.08,38.97,2.2,1,18.6,1
Fast Food,Stormy,Box,Viman Nagar,11.08,34.09,2.1,0,19.5,0
Fast Food,Clear,Eco,Baner,13.42,48.58,3.0,0,16.57,0
Chinese,Clear,Box,Hinjewadi,4.04,28.95,3.4,0,8.37,0
Chinese,Clear,Plastic,Koregaon Park,2.5,45.45,3.3,0,3.3,0
Dessert,Clear,Box,Shivaji Nagar,9.62,30.15,4.5,0,19.14,0
Indian,Clear,Eco,Wakad,12.51,15.55,4.1,0,48.27,0
Chinese,Stormy,Bag,Hinjewadi,9.15,15.36,1.2,0,35.74,0
Chinese,Cloudy,Eco,Viman Nagar,14.48,15.95,3.3,0,54.47,0
Indian,Clear,Eco,Baner,12.14,11.63,2.7,1,62.63,0
Chinese,Rainy,Eco,Pimpri,10.81,36.65,2.4,0,17.7,0
Fast Food,Cloudy,Eco,Hadapsar,1.84,43.6,4.8,0,2.53,0
Fast Food,Stormy,Eco,Hinjewadi,2.51,16.34,2.8,0,9.22,0
Indian,Cloudy,Box,Koregaon Park,11.99,40.59,3.9,0,17.72,0
Dessert,Rainy,Box,Koregaon Park,3.78,39.89,4.9,0,5.69,0
Dessert,Cloudy,Bag,Kothrud,1.4,17.35,1.6,0,4.84,0
Indian,Rainy,Eco,Koregaon Park,13.75,30.2,1.2,0,27.32,0
Indian,Rainy,Eco,Hadapsar,13.47,47.76,2.3,0,16.92,0
Fast Food,Clear,Bag,Baner,4.06,10.84,1.2,0,22.47,0
Dessert,Clear,Bag,Hinjewadi,11.92,17.35,1.5,0,41.22,0
Chinese,Rainy,Plastic,Koregaon Park,1.67,59.79,5.0,1,1.68,1
Fast Food,Clear,Bag,Hinjewadi,4.99,46.68,4.8,0,6.41,0
Indian,Clear,Bag,Koregaon Park,9.73,33.21,3.8,0,17.58,0
Dessert,Cloudy,Bag,Koregaon Park,11.68,41.49,4.0,0,16.89,0
Chinese,Clear,Plastic,Pimpri,1.15,52.31,1.6,0,1.32,0
Chinese,Rainy,Box,Shivaji Nagar,5.57,52.12,3.4,0,6.41,0
Fast Food,Rainy,Plastic,Pimpri,4.0,26.24,1.6,0,9.15,0
Dessert,Stormy,Box,Hinjewadi,14.98,34.56,2.5,0,26.01,0
Dessert,Clear,Bag,Kothrud,10.39,41.9,2.4,0,14.88,0
Indian,Clear,Plastic,Hinjewadi,6.68,13.59,3.5,0,29.49,0
Dessert,Rainy,Plastic,Kothrud,2.06,57.29,1.3,1,2.16,1
Dessert,Cloudy,Box,Shivaji Nagar,9.38,31.64,1.4,0,17.79,0
Fast Food,Stormy,Plastic,Hinjewadi,9.98,28.54,3.4,0,20.98,0
Dessert,Clear,Plastic,Pimpri,12.43,55.36,3.5,0,13.47,0
Chinese,Clear,Eco,Hadapsar,5.04,15.91,2.4,1,19.01,0
Fast Food,Stormy,Box,Hinjewadi,14.74,11.96,1.6,0,73.95,0
Fast Food,Clear,Plastic,Shivaji Nagar,7.15,44.25,4.5,0,9.69,0
Indian,Rainy,Plastic,Pimpri,5.14,29.25,1.2,0,10.54,0
Dessert,Clear,Bag,Hinjewadi,5.88,48.22,3.9,1,7.32,0
Indian,Clear,Eco,Wakad,8.27,13.43,1.6,0,36.95,0
Chinese,Clear,Eco,Koregaon Park,14.11,29.19,3.5,1,29.0,0
Fast Food,Clear,Bag,Baner,11.29,21.77,3.7,0,31.12,0
Fast Food,Rainy,Bag,Pimpri,9.08,46.98,4.2,0,11.6,0
Fast Food,Stormy,Bag,Kothrud,3.28,21.36,2.6,0,9.21,0
Chinese,Clear,Bag,Viman Nagar,3.09,32.9,1.1,0,5.64,0
Chinese,Cloudy,Eco,Viman Nagar,8.03,50.94,4.2,0,9.46,0
Indian,Clear,Plastic,Koregaon Park,11.2,55.77,2.8,0,12.05,0
Indian,Rainy,Plastic,Viman Nagar,11.51,46.13,4.4,0,14.97,0
Indian,Clear,Bag,Kothrud,4.16,31.46,4.1,0,7.93,0
Dessert,Stormy,Box,Wakad,2.4,38.6,3.0,0,3.73,0
Fast Food,Cloudy,Bag,Baner,6.38,44.48,5.0,0,8.61,0
Fast Food,Rainy,Plastic,Hinjewadi,13.85,53.75,2.8,0,15.46,0
Indian,Cloudy,Box,Koregaon Park,8.64,54.43,3.8,0,9.52,0
Fast Food,Rainy,Bag,Pimpri,5.48,56.55,3.7,1,5.81,1
Indian,Stormy,Box,Pimpri,5.53,50.54,3.1,0,6.57,0
Dessert,Cloudy,Bag,Baner,2.85,17.34,3.3,0,9.86,0
Dessert,Stormy,Eco,Shivaji Nagar,7.63,47.38,4.2,0,9.66,0
Chinese,Rainy,Plastic,Hadapsar,12.08,50.73,3.3,1,14.29,1
Dessert,Clear,Bag,Shivaji Nagar,14.56,53.89,2.8,1,16.21,0
Indian,Rainy,Box,Viman Nagar,8.02,56.24,3.6,0,8.56,0
Dessert,Clear,Plastic,Hinjewadi,3.34,35.46,1.1,0,5.65,0
Chinese,Rainy,Bag,Koregaon Park,10.56,42.75,1.4,0,14.82,0
Fast Food,Clear,Bag,Koregaon Park,11.6,10.48,1.5,0,66.41,0
Indian,Rainy,Bag,Viman Nagar,2.0,38.64,2.7,0,3.11,0
Fast Food,Clear,Bag,Wakad,12.9,33.66,4.5,0,22.99,0
Chinese,Clear,Eco,Pimpri,12.61,58.12,3.6,0,13.02,0
Chinese,Clear,Plastic,Koregaon Park,7.62,55.09,4.9,1,8.3,0
Chinese,Stormy,Eco,Shivaji Nagar,8.85,49.88,1.2,0,10.65,0
Fast Food,Clear,Plastic,Wakad,10.99,12.85,3.9,0,51.32,0
Fast Food,Clear,Bag,Wakad,10.47,30.1,2.3,0,20.87,0
Fast Food,Cloudy,Plastic,Pimpri,1.23,44.8,1.1,0,1.65,0
Fast Food,Rainy,Box,Viman Nagar,2.71,11.48,4.3,0,14.16,0
Chinese,Clear,Plastic,Hadapsar,3.28,21.79,1.7,1,9.03,1
Chinese,Clear,Box,Koregaon Park,11.58,54.38,1.9,1,12.78,1
Indian,Clear,Box,Kothrud,7.16,16.49,2.4,0,26.05,0
Indian,Stormy,Eco,Shivaji Nagar,8.64,12.57,4.2,0,41.24,0
Fast Food,Clear,Plastic,Baner,11.82,39.03,3.5,0,18.17,0
Dessert,Clear,Bag,Hadapsar,5.77,57.32,2.1,1,6.04,1
Dessert,Clear,Plastic,Pimpri,11.48,51.73,1.7,0,13.32,0
Chinese,Clear,Eco,Hinjewadi,7.19,58.74,1.4,0,7.34,0
Chinese,Cloudy,Box,Koregaon Park,6.28,47.68,1.6,0,7.9,0
Chinese,Clear,Box,Wakad,5.66,31.87,4.5,0,10.66,0
Indian,Clear,Eco,Viman Nagar,14.51,57.33,4.7,0,15.19,0
Indian,Clear,Eco,Koregaon Park,11.81,31.33,4.9,0,22.62,0
Chinese,Clear,Plastic,Kothrud,1.28,27.5,4.3,0,2.79,0
Chinese,Clear,Box,Viman Nagar,14.4,32.41,4.5,0,26.66,0
Chinese,Cloudy,Eco,Wakad,11.86,50.7,4.3,0,14.04,0
Dessert,Cloudy,Plastic,Wakad,3.09,55.88,4.8,0,3.32,0
Indian,Stormy,Plastic,Viman Nagar,2.07,27.88,4.4,1,4.45,1
Dessert,Cloudy,Bag,Hadapsar,5.31,33.11,2.8,0,9.62,0
Dessert,Rainy,Box,Koregaon Park,9.74,54.92,2.3,0,10.64,0
Chinese,Clear,Plastic,Kothrud,9.63,12.35,3.3,0,46.79,0
Chinese,Cloudy,Eco,Pimpri,4.86,49.19,3.4,1,5.93,0
Fast Food,Cloudy,Box,Wakad,7.24,32.71,3.3,1,13.28,0
Fast Food,Cloudy,Eco,Koregaon Park,3.97,28.83,3.8,0,8.26,0
Dessert,Rainy,Eco,Wakad,1.71,32.35,3.8,0,3.17,0
Indian,Clear,Plastic,Hinjewadi,8.24,30.93,1.3,0,15.98,0
Chinese,Cloudy,Plastic,Pimpri,5.86,47.83,2.1,1,7.35,1
Chinese,Cloudy,Bag,Koregaon Park,8.6,56.4,4.6,1,9.15,0
Dessert,Stormy,Eco,Baner,14.25,34.57,3.4,0,24.73,0
Fast Food,Clear,Plastic,Baner,3.01,51.64,2.3,1,3.5,1
Indian,Clear,Bag,Viman Nagar,1.03,46.6,4.4,0,1.33,0
Fast Food,Clear,Box,Wakad,2.08,26.53,2.0,0,4.7,0
Fast Food,Cloudy,Bag,Viman Nagar,7.48,39.37,2.6,1,11.4,1
Fast Food,Clear,Bag,Shivaji Nagar,10.9,43.34,2.1,0,15.09,0
Fast Food,Clear,Eco,Baner,9.13,11.17,4.5,1,49.04,0
Chinese,Stormy,Box,Hadapsar,7.93,29.8,3.9,1,15.97,1
Chinese,Clear,Eco,Viman Nagar,5.96,59.63,2.8,0,6.0,0
Fast Food,Cloudy,Eco,Hadapsar,5.34,41.86,4.7,0,7.65,0
Indian,Clear,Bag,Shivaji Nagar,6.27,26.71,4.7,0,14.08,0
Dessert,Cloudy,Bag,Shivaji Nagar,9.56,22.5,3.8,0,25.49,0
Indian,Rainy,Plastic,Shivaji Nagar,3.35,20.47,4.6,1,9.82,1
Indian,Stormy,Bag,Shivaji Nagar,11.8,30.08,3.9,0,23.54,0
Indian,Stormy,Plastic,Hinjewadi,9.05,19.66,3.5,1,27.62,1
Fast Food,Clear,Eco,Shivaji Nagar,4.77,16.76,2.7,1,17.08,0
Chinese,Clear,Bag,Hinjewadi,8.02,28.2,2.1,1,17.06,0
Indian,Clear,Box,Hinjewadi,14.48,40.35,1.2,1,21.53,0
Fast Food,Rainy,Box,Koregaon Park,1.29,17.32,4.2,0,4.47,0
Indian,Cloudy,Eco,Hadapsar,3.79,12.22,1.5,0,18.61,0
Indian,Clear,Eco,Shivaji Nagar,7.28,11.73,2.6,1,37.24,0
Fast Food,Rainy,Bag,Kothrud,9.94,23.37,1.9,0,25.52,0
Chinese,Clear,Plastic,Pimpri,3.97,19.51,2.8,1,12.21,1
Chinese,Cloudy,Bag,Viman Nagar,14.04,36.96,2.3,0,22.79,0
Dessert,Stormy,Plastic,Wakad,10.0,32.79,4.3,0,18.3,0
Fast Food,Clear,Bag,Hadapsar,13.28,26.24,4.9,0,30.37,0
Dessert,Clear,Box,Hadapsar,5.61,51.68,4.8,1,6.51,0
Dessert,Clear,Box,Wakad,12.61,35.25,3.5,0,21.46,0
Dessert,Rainy,Plastic,Viman Nagar,6.3,14.58,4.9,0,25.93,0
Chinese,Rainy,Bag,Hadapsar,4.54,24.79,2.6,0,10.99,0
Fast Food,Clear,Eco,Hinjewadi,13.76,58.67,3.1,0,14.07,0
Dessert,Clear,Plastic,Koregaon Park,2.29,58.85,2.0,0,2.33,0
Fast Food,Clear,Box,Baner,14.2,22.73,4.6,0,37.48,0
Fast Food,Rainy,Plastic,Hinjewadi,7.42,18.36,1.7,1,24.25,1
Chinese,Rainy,Bag,Shivaji Nagar,14.9,34.78,3.4,1,25.7,1
Dessert,Clear,Eco,Hadapsar,8.55,34.07,4.2,0,15.06,0
Dessert,Cloudy,Eco,Hinjewadi,11.6,30.51,3.4,0,22.81,0
Fast Food,Cloudy,Plastic,Baner,1.1,36.47,1.3,0,1.81,0
Indian,Clear,Bag,Koregaon Park,7.95,21.61,3.4,0,22.07,0
Chinese,Clear,Bag,Koregaon Park,11.32,15.75,4.1,0,43.12,0
Chinese,Cloudy,Eco,Kothrud,11.96,38.52,1.8,0,18.63,0
Chinese,Stormy,Box,Hinjewadi,3.21,56.63,3.9,0,3.4,0
Chinese,Clear,Bag,Wakad,6.87,16.89,4.5,0,24.4,0
Dessert,Clear,Eco,Shivaji Nagar,6.87,45.24,4.9,0,9.11,0
Dessert,Clear,Eco,Koregaon Park,2.45,31.89,2.6,0,4.61,0
Indian,Rainy,Bag,Viman Nagar,7.2,24.7,1.1,1,17.49,1
Chinese,Clear,Bag,Hinjewadi,12.3,52.66,2.7,1,14.01,1
Chinese,Clear,Plastic,Shivaji Nagar,5.2,32.82,3.6,0,9.51,0
Fast Food,Rainy,Box,Wakad,7.06,39.17,4.6,0,10.81,0
Dessert,Rainy,Plastic,Wakad,14.45,32.15,4.8,0,26.97,0
Chinese,Clear,Plastic,Pimpri,1.44,14.06,4.6,0,6.15,0
Indian,Clear,Eco,Kothrud,9.28,39.75,3.6,0,14.01,0
Indian,Rainy,Eco,Viman Nagar,11.41,30.94,3.7,0,22.13,0
Dessert,Clear,Box,Koregaon Park,11.65,14.34,1.0,0,48.74,0
Indian,Clear,Plastic,Koregaon Park,11.02,39.79,2.5,0,16.62,0
Indian,Cloudy,Plastic,Kothrud,11.17,10.49,4.6,0,63.89,0
Dessert,Clear,Eco,Hinjewadi,1.83,20.43,3.8,1,5.37,0
Chinese,Cloudy,Eco,Baner,8.48,49.05,2.9,1,10.37,1
Chinese,Stormy,Bag,Wakad,11.96,11.9,1.4,1,60.3,1
Indian,Clear,Plastic,Koregaon Park,2.32,42.33,2.0,0,3.29,0
Indian,Clear,Box,Hinjewadi,1.17,57.49,3.2,0,1.22,0
Chinese,Rainy,Plastic,Pimpri,12.4,18.56,4.6,0,40.09,0
Dessert,Cloudy,Eco,Kothrud,10.97,30.86,1.4,0,21.33,0
Indian,Stormy,Bag,Kothrud,6.77,38.77,1.6,1,10.48,1
Fast Food,Cloudy,Plastic,Hadapsar,14.17,32.52,3.6,0,26.14,0
Dessert,Clear,Box,Kothrud,11.73,41.02,2.2,0,17.16,0
Indian,Rainy,Eco,Viman Nagar,14.55,30.2,1.7,0,28.91,0
Indian,Clear,Bag,Hadapsar,14.01,17.43,1.7,1,48.23,0
Fast Food,Clear,Plastic,Kothrud,7.74,14.45,3.0,0,32.14,0
Fast Food,Clear,Box,Shivaji Nagar,11.57,47.22,3.3,1,14.7,0
Chinese,Clear,Eco,Viman Nagar,10.37,21.93,4.6,0,28.37,0
Dessert,Cloudy,Box,Shivaji Nagar,12.36,52.37,3.1,1,14.16,0
Dessert,Clear,Plastic,Shivaji Nagar,12.03,47.15,3.8,0,15.31,0
Chinese,Clear,Eco,Hadapsar,3.15,12.47,1.7,0,15.16,0
Dessert,Clear,Plastic,Wakad,4.27,20.06,3.9,0,12.77,0
Dessert,Cloudy,Bag,Kothrud,4.72,24.6,3.6,0,11.51,0
Dessert,Cloudy,Plastic,Koregaon Park,12.46,39.72,1.9,0,18.82,0
Dessert,Clear,Bag,Hinjewadi,12.35,50.49,3.7,0,14.68,0
Dessert,Clear,Plastic,Hadapsar,7.93,13.02,1.8,1,36.54,0
Fast Food,Clear,Box,Viman Nagar,9.13,22.48,3.4,1,24.37,0
Dessert,Stormy,Box,Shivaji Nagar,12.58,28.81,3.7,0,26.2,0
Fast Food,Rainy,Eco,Wakad,5.38,19.17,3.8,0,16.84,0
Dessert,Rainy,Box,Viman Nagar,1.7,37.26,4.6,0,2.74,0
Chinese,Rainy,Box,Hadapsar,7.76,33.9,4.8,0,13.73,0
Indian,Clear,Bag,Baner,13.79,25.82,4.2,1,32.04,0
Fast Food,Cloudy,Box,Hinjewadi,12.07,35.84,4.5,0,20.21,0
Dessert,Rainy,Bag,Wakad,6.13,27.79,1.1,0,13.23,0
Chinese,Clear,Bag,Viman Nagar,1.91,27.16,2.5,0,4.22,0
Indian,Clear,Bag,Wakad,9.92,23.27,1.2,0,25.58,0
Fast Food,Rainy,Plastic,Shivaji Nagar,12.68,37.02,1.9,0,20.55,0
Indian,Stormy,Bag,Koregaon Park,10.31,32.21,2.5,0,19.21,0
Chinese,Clear,Plastic,Kothrud,6.95,19.82,4.5,0,21.04,0
Fast Food,Cloudy,Bag,Koregaon Park,2.73,10.65,3.0,0,15.38,0
Indian,Cloudy,Plastic,Hadapsar,13.75,17.55,3.6,1,47.01,0
Dessert,Clear,Eco,Baner,4.86,12.14,2.5,0,24.02,0
Fast Food,Clear,Eco,Pimpri,4.14,31.58,3.4,1,7.87,0
Indian,Clear,Plastic,Baner,12.42,21.25,4.3,0,35.07,0
Chinese,Cloudy,Eco,Shivaji Nagar,14.74,31.02,2.2,0,28.51,0
Chinese,Clear,Box,Baner,10.24,26.47,4.7,0,23.21,0
Fast Food,Clear,Bag,Hinjewadi,9.75,36.9,1.9,0,15.85,0
Indian,Rainy,Plastic,Pimpri,5.47,46.19,4.7,0,7.11,0
Fast Food,Cloudy,Eco,Hadapsar,1.29,33.97,1.1,0,2.28,0
Fast Food,Clear,Eco,Kothrud,3.69,13.1,3.2,0,16.9,0
Indian,Clear,Box,Viman Nagar,9.18,10.88,4.9,0,50.62,0
Indian,Clear,Bag,Koregaon Park,3.12,20.66,3.4,0,9.06,0
Dessert,Rainy,Box,Hinjewadi,13.37,31.25,3.2,0,25.67,0
