driver_rating,food_type,distance_km,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
4.3,Biryani,1.89,Rain,Plastic,2,Viman Nagar,14.2,0
2.2,Indian,6.76,Rain,Box,2,Pimpri,67.9,0
1.0,Burger,12.04,Clear,Box,3,Hinjewadi,63.9,1
2.3,Chinese,14.77,Fog,Foil,2,Pimpri,88.3,0
3.1,Pizza,4.58,Fog,Plastic,3,Wakad,59.1,0
4.1,Burger,13.7,Fog,Foil,3,Baner,48.2,1
1.1,Burger,2.02,Storm,Paper,5,Hinjewadi,22.8,0
1.3,Pizza,16.57,Fog,Foil,3,Wakad,47.7,0
2.5,South Indian,19.27,Clear,Foil,1,Wakad,55.6,1
4.7,Chinese,8.68,Rain,Plastic,2,Viman Nagar,80.4,1
4.4,Pizza,16.49,Storm,Foil,2,Viman Nagar,14.2,0
3.4,Chinese,7.51,Storm,Foil,4,Swargate,79.4,0
4.4,Indian,4.8,Fog,Box,2,Wakad,37.6,0
3.6,Biryani,10.11,Fog,Foil,2,Hinjewadi,57.0,0
4.4,Chinese,3.14,Fog,Foil,2,Koregaon Park,55.9,0
2.3,Indian,2.44,Fog,Plastic,4,Hadapsar,86.0,1
4.8,Indian,16.16,Storm,Foil,0,Swargate,84.8,1
1.0,Pizza,11.48,Fog,Paper,4,Hinjewadi,29.9,1
2.0,South Indian,2.09,Fog,Foil,4,Swargate,74.3,1
1.2,Chinese,2.45,Rain,Box,3,Pimpri,59.9,1
3.9,Indian,11.94,Clear,Plastic,2,Koregaon Park,37.5,0
3.9,Pizza,19.08,Fog,Box,0,Swargate,66.3,0
4.1,Indian,16.31,Clear,Box,5,Shivaji Nagar,48.7,1
3.3,South Indian,15.16,Storm,Paper,3,Wakad,25.1,0
3.3,Chinese,3.64,Storm,Plastic,4,Swargate,68.0,1
3.3,Indian,11.06,Rain,Box,2,Viman Nagar,22.6,0
3.7,Indian,17.71,Clear,Foil,4,Hadapsar,70.9,1
2.1,Indian,12.61,Clear,Plastic,0,Pimpri,23.2,0
1.0,Chinese,18.41,Clear,Paper,2,Pimpri,76.5,1
4.1,Biryani,13.04,Storm,Paper,4,Wakad,15.6,0
3.5,Burger,6.01,Clear,Box,1,Hinjewadi,37.3,0
3.2,Biryani,5.07,Clear,Foil,3,Pimpri,83.5,1
1.1,Pizza,17.73,Storm,Paper,1,Viman Nagar,56.2,1
1.3,Indian,0.84,Rain,Foil,5,Baner,27.8,1
2.4,Indian,18.83,Clear,Plastic,3,Hinjewadi,84.7,1
2.3,Chinese,14.77,Fog,Foil,2,Pimpri,88.3,0
1.1,Biryani,6.95,Fog,Plastic,1,Viman Nagar,28.5,0
2.7,Burger,18.48,Rain,Foil,2,Hadapsar,29.0,0
4.0,South Indian,5.96,Fog,Box,5,Koregaon Park,28.4,0
1.9,Chinese,3.0,Clear,Box,3,Pimpri,36.5,1
1.3,Pizza,2.8,Clear,Plastic,3,Pimpri,26.8,1
2.5,South Indian,19.45,Clear,Plastic,0,Shivaji Nagar,73.6,0
2.1,Biryani,2.42,Storm,Box,4,Koregaon Park,83.9,1
3.8,Indian,14.61,Clear,Box,5,Koregaon Park,32.7,0
1.3,Chinese,5.8,Clear,Plastic,2,Shivaji Nagar,47.6,0
1.3,Indian,15.86,Rain,Plastic,4,Hinjewadi,38.5,0
2.0,Indian,16.44,Fog,Plastic,3,Wakad,13.1,0
4.5,Pizza,5.27,Fog,Paper,5,Wakad,85.8,1
3.2,Biryani,9.19,Clear,Plastic,1,Wakad,72.0,0
3.8,Burger,4.41,Fog,Paper,2,Baner,40.9,0
2.0,Biryani,17.02,Fog,Plastic,1,Viman Nagar,23.5,0
2.1,South Indian,5.16,Clear,Foil,5,Pimpri,61.2,1
1.8,Biryani,9.12,Fog,Paper,5,Pimpri,89.7,1
1.9,South Indian,4.71,Rain,Box,0,Hinjewadi,12.5,0
3.2,South Indian,13.07,Clear,Plastic,0,Koregaon Park,67.6,0
5.0,Burger,2.81,Rain,Foil,4,Shivaji Nagar,10.4,0
1.4,South Indian,8.19,Storm,Box,5,Viman Nagar,58.2,0
1.5,Burger,4.87,Fog,Plastic,0,Wakad,20.7,0
1.2,Biryani,16.19,Clear,Plastic,4,Wakad,85.6,1
4.2,Indian,2.17,Fog,Foil,1,Baner,38.4,0
2.4,Pizza,14.64,Clear,Box,1,Koregaon Park,17.6,1
2.7,Chinese,13.48,Rain,Foil,2,Swargate,73.3,1
2.8,Indian,4.77,Clear,Foil,3,Shivaji Nagar,12.4,0
4.9,Pizza,4.33,Fog,Box,3,Koregaon Park,14.7,0
4.9,South Indian,5.3,Rain,Paper,4,Hadapsar,88.5,0
3.2,Indian,11.29,Fog,Box,4,Hinjewadi,17.4,0
2.4,Burger,18.05,Rain,Box,1,Baner,31.8,0
1.7,Indian,15.73,Fog,Foil,4,Viman Nagar,60.9,1
3.3,Indian,9.59,Clear,Plastic,1,Kothrud,83.6,0
3.7,Pizza,3.66,Fog,Foil,2,Hinjewadi,31.0,0
1.5,Biryani,4.27,Clear,Plastic,2,Koregaon Park,75.4,0
4.4,Pizza,6.85,Rain,Box,0,Viman Nagar,67.7,0
4.3,Chinese,14.36,Clear,Box,1,Viman Nagar,53.1,0
2.4,South Indian,3.27,Storm,Box,2,Wakad,37.6,0
1.1,Pizza,8.11,Rain,Paper,4,Swargate,20.9,0
4.5,Indian,15.38,Storm,Foil,4,Swargate,34.0,0
2.1,Indian,12.83,Rain,Paper,3,Hadapsar,15.5,0
3.9,South Indian,18.45,Storm,Foil,1,Baner,29.6,0
2.1,South Indian,19.93,Fog,Foil,0,Koregaon Park,38.2,0
3.4,Burger,6.83,Rain,Paper,4,Hinjewadi,47.1,0
2.1,Indian,6.95,Clear,Foil,0,Pimpri,24.3,0
2.6,Indian,11.32,Fog,Plastic,2,Hadapsar,79.1,0
4.0,Biryani,10.61,Storm,Plastic,5,Hadapsar,60.2,0
4.4,Biryani,9.77,Clear,Foil,3,Hinjewadi,52.7,0
1.6,Pizza,8.73,Clear,Box,5,Pimpri,57.8,0
4.6,Burger,5.43,Storm,Box,3,Baner,74.3,0
1.8,Pizza,17.83,Storm,Paper,0,Baner,54.2,1
2.5,Biryani,6.17,Storm,Plastic,4,Viman Nagar,10.2,1
5.0,Chinese,7.28,Rain,Box,4,Baner,80.8,1
2.6,Burger,10.7,Rain,Foil,2,Wakad,85.2,0
4.9,Chinese,10.26,Storm,Plastic,0,Viman Nagar,79.3,0
2.8,Biryani,8.02,Clear,Box,0,Hadapsar,45.9,0
3.1,Burger,13.64,Clear,Box,0,Pimpri,41.7,0
1.2,South Indian,3.42,Storm,Box,3,Wakad,67.0,0
3.6,Indian,4.63,Rain,Box,2,Shivaji Nagar,23.8,0
4.2,Indian,6.59,Rain,Box,1,Viman Nagar,26.3,1
3.0,Indian,7.76,Clear,Paper,0,Hadapsar,23.6,0
4.5,South Indian,18.69,Clear,Foil,3,Shivaji Nagar,82.4,1
4.2,Pizza,5.89,Storm,Paper,0,Hinjewadi,74.8,0
4.1,Pizza,6.6,Storm,Box,2,Wakad,24.4,0
2.3,Biryani,2.39,Rain,Paper,4,Pimpri,27.3,1
3.3,Biryani,1.46,Fog,Box,0,Swargate,27.1,0
3.5,Burger,8.04,Clear,Box,0,Wakad,33.3,0
3.5,Biryani,18.58,Clear,Plastic,2,Pimpri,33.2,0
1.5,Biryani,13.84,Fog,Box,0,Pimpri,58.5,0
4.3,Indian,8.21,Rain,Box,5,Hadapsar,53.5,1
2.7,Indian,16.42,Rain,Paper,1,Viman Nagar,82.2,0
1.2,Indian,2.79,Storm,Box,5,Hinjewadi,84.1,0
2.8,Indian,14.79,Storm,Box,1,Hinjewadi,37.1,0
3.1,Burger,5.25,Fog,Plastic,0,Shivaji Nagar,82.4,1
4.4,South Indian,6.65,Clear,Paper,3,Shivaji Nagar,44.3,0
1.4,Pizza,9.98,Clear,Plastic,2,Hinjewadi,10.8,0
2.8,Pizza,4.49,Rain,Paper,1,Viman Nagar,81.4,0
2.9,Chinese,12.5,Clear,Foil,5,Kothrud,56.7,1
3.1,Indian,17.44,Storm,Plastic,0,Shivaji Nagar,80.7,1
5.0,Chinese,16.72,Rain,Paper,2,Kothrud,36.4,0
4.4,Pizza,7.92,Rain,Box,4,Hadapsar,70.4,0
2.9,South Indian,17.71,Rain,Paper,1,Hadapsar,63.1,1
1.6,Pizza,11.94,Fog,Box,3,Hinjewadi,81.5,0
4.6,South Indian,16.58,Fog,Plastic,1,Hinjewadi,22.7,0
2.3,Indian,14.42,Rain,Paper,2,Wakad,22.9,1
4.9,Biryani,9.07,Rain,Plastic,2,Kothrud,26.2,0
1.5,Biryani,6.88,Fog,Foil,1,Kothrud,50.1,1
2.2,Indian,15.81,Rain,Box,0,Baner,72.8,0
1.9,South Indian,9.91,Clear,Box,4,Shivaji Nagar,69.2,0
2.2,Chinese,2.59,Storm,Plastic,5,Hadapsar,29.0,1
2.8,Chinese,16.43,Rain,Foil,1,Hinjewadi,34.3,0
1.2,Indian,14.45,Storm,Plastic,3,Viman Nagar,55.4,0
1.9,Chinese,4.8,Fog,Paper,4,Shivaji Nagar,43.7,1
4.3,Pizza,0.92,Storm,Box,5,Wakad,59.1,1
4.2,Chinese,13.52,Fog,Plastic,5,Wakad,35.8,0
1.6,South Indian,18.17,Rain,Paper,0,Kothrud,71.4,0
4.8,Biryani,3.03,Storm,Plastic,2,Pimpri,52.7,0
1.0,Pizza,5.3,Clear,Foil,4,Baner,40.3,0
2.7,Indian,2.13,Fog,Plastic,1,Pimpri,75.5,0
3.3,South Indian,16.72,Rain,Box,3,Shivaji Nagar,87.9,0
1.5,Pizza,17.61,Clear,Paper,5,Shivaji Nagar,41.8,1
4.4,South Indian,6.86,Fog,Paper,2,Pimpri,28.3,0
2.1,Pizza,8.41,Storm,Paper,0,Baner,13.5,0
1.8,Burger,4.79,Clear,Box,0,Hinjewadi,10.2,0
4.0,Indian,11.04,Rain,Foil,2,Swargate,75.6,0
2.7,Pizza,4.25,Clear,Box,4,Pimpri,67.8,1
4.3,Burger,5.78,Rain,Paper,3,Hinjewadi,47.8,0
3.5,Pizza,9.49,Storm,Box,4,Koregaon Park,67.8,1
3.4,Burger,16.82,Fog,Box,0,Pimpri,32.3,0
3.8,Indian,10.53,Storm,Foil,0,Pimpri,31.4,0
2.4,Burger,8.07,Fog,Paper,2,Hadapsar,50.6,0
1.3,Pizza,7.99,Clear,Box,0,Kothrud,20.7,0
2.5,Chinese,8.34,Storm,Paper,3,Baner,30.3,0
4.9,Chinese,18.27,Rain,Plastic,5,Koregaon Park,87.1,1
1.0,Burger,18.12,Storm,Plastic,2,Kothrud,76.2,0
2.0,Pizza,15.68,Fog,Box,1,Baner,79.7,1
3.8,South Indian,12.74,Rain,Paper,1,Viman Nagar,13.0,0
3.2,Biryani,14.03,Clear,Foil,4,Pimpri,46.7,1
2.4,Biryani,9.9,Rain,Paper,5,Hinjewadi,25.3,1
4.2,Chinese,8.86,Fog,Box,5,Hadapsar,77.4,1
3.3,Indian,14.92,Rain,Foil,3,Hadapsar,23.3,0
4.3,Biryani,8.42,Storm,Foil,0,Koregaon Park,68.4,1
2.9,Indian,15.95,Rain,Plastic,4,Hinjewadi,16.5,0
3.6,Burger,3.63,Rain,Foil,4,Viman Nagar,83.7,0
3.7,Biryani,18.04,Fog,Box,1,Pimpri,20.2,1
1.8,Indian,7.31,Rain,Box,5,Baner,73.6,1
3.9,Indian,9.7,Storm,Box,0,Koregaon Park,50.6,0
3.4,Pizza,9.34,Rain,Box,1,Hadapsar,79.6,0
2.8,Indian,14.79,Storm,Box,1,Hinjewadi,37.1,0
4.9,Pizza,19.26,Rain,Plastic,1,Shivaji Nagar,63.9,1
1.3,Indian,7.64,Storm,Paper,4,Pimpri,24.4,0
3.4,South Indian,9.7,Rain,Paper,5,Wakad,88.7,0
2.2,South Indian,17.28,Fog,Paper,3,Pimpri,72.1,0
4.3,Indian,4.56,Rain,Box,5,Baner,73.9,1
2.8,South Indian,2.2,Rain,Box,0,Viman Nagar,45.1,0
4.8,Biryani,8.22,Storm,Plastic,2,Pimpri,11.6,0
4.9,Indian,10.36,Fog,Plastic,0,Hadapsar,38.2,0
4.8,South Indian,16.27,Rain,Box,4,Pimpri,83.0,1
2.0,Chinese,10.21,Fog,Plastic,0,Hadapsar,79.7,1
1.1,Chinese,6.07,Storm,Foil,5,Hinjewadi,18.6,0
4.5,Biryani,19.19,Fog,Foil,2,Hadapsar,55.9,0
4.7,Indian,8.04,Storm,Plastic,4,Shivaji Nagar,48.8,0
2.5,Indian,13.96,Clear,Box,4,Kothrud,18.0,1
2.2,Burger,16.62,Clear,Plastic,0,Kothrud,77.3,1
4.5,Chinese,9.26,Storm,Paper,3,Shivaji Nagar,39.3,0
3.4,Chinese,17.32,Rain,Paper,1,Shivaji Nagar,51.2,0
2.3,Pizza,10.14,Clear,Paper,0,Viman Nagar,53.6,0
1.5,Pizza,8.23,Clear,Plastic,3,Hadapsar,12.6,1
2.8,Chinese,0.69,Fog,Foil,5,Pimpri,30.6,0
1.8,Pizza,17.83,Storm,Paper,0,Baner,54.2,1
4.7,Burger,14.67,Fog,Plastic,4,Kothrud,57.0,0
4.8,Burger,7.13,Fog,Plastic,2,Shivaji Nagar,48.6,1
1.6,Pizza,13.68,Storm,Box,0,Pimpri,55.4,1
3.3,Indian,5.89,Clear,Plastic,1,Hinjewadi,72.3,0
4.2,South Indian,0.9,Rain,Foil,0,Koregaon Park,22.7,0
3.9,Biryani,6.87,Fog,Foil,2,Wakad,47.8,1
2.8,Biryani,17.84,Fog,Foil,1,Koregaon Park,35.1,0
1.2,Biryani,18.05,Rain,Plastic,3,Shivaji Nagar,16.3,1
1.6,South Indian,9.09,Fog,Box,0,Wakad,71.6,0
4.8,Biryani,12.85,Rain,Plastic,5,Koregaon Park,62.5,1
2.6,Chinese,5.61,Storm,Paper,2,Kothrud,61.1,0
4.0,Burger,13.21,Storm,Box,4,Koregaon Park,53.5,0
2.2,Biryani,7.15,Clear,Box,0,Shivaji Nagar,34.5,0
4.4,South Indian,5.64,Fog,Foil,3,Pimpri,47.9,0
4.4,South Indian,5.75,Fog,Plastic,1,Hinjewadi,74.0,0
2.1,Chinese,16.57,Rain,Plastic,3,Shivaji Nagar,18.8,0
2.8,Indian,8.88,Rain,Plastic,4,Pimpri,58.2,1
3.9,Pizza,18.01,Rain,Foil,3,Viman Nagar,70.3,0
1.7,Biryani,13.97,Clear,Paper,1,Viman Nagar,32.2,0
2.6,Biryani,11.03,Clear,Foil,4,Viman Nagar,83.8,0
2.3,Chinese,2.32,Rain,Foil,0,Baner,22.1,0
4.3,South Indian,3.39,Storm,Foil,1,Wakad,65.7,0
1.5,Chinese,14.66,Clear,Box,0,Hadapsar,34.0,0
4.2,South Indian,16.02,Clear,Paper,0,Swargate,33.5,0
3.3,South Indian,12.03,Storm,Paper,4,Kothrud,46.9,1
3.3,Chinese,12.01,Rain,Paper,4,Kothrud,84.0,0
3.1,South Indian,0.8,Fog,Box,2,Shivaji Nagar,87.4,1
4.4,Indian,7.72,Storm,Box,0,Hinjewadi,35.0,0
1.5,South Indian,17.01,Clear,Paper,3,Pimpri,72.6,0
2.2,Biryani,15.81,Fog,Box,4,Baner,69.1,0
4.9,Pizza,1.16,Rain,Foil,0,Koregaon Park,77.5,1
2.4,Chinese,16.56,Clear,Paper,4,Swargate,73.6,1
3.3,South Indian,11.36,Storm,Box,3,Wakad,13.3,0
5.0,South Indian,0.92,Rain,Plastic,2,Viman Nagar,68.5,1
1.7,Biryani,5.06,Fog,Paper,4,Kothrud,75.4,1
5.0,Pizza,7.85,Storm,Plastic,1,Pimpri,88.2,1
3.2,South Indian,1.86,Fog,Paper,1,Hadapsar,50.1,0
3.6,Pizza,13.79,Rain,Paper,1,Wakad,28.2,0
4.9,Biryani,14.84,Clear,Foil,2,Wakad,15.0,0
4.9,South Indian,13.27,Clear,Paper,4,Koregaon Park,89.8,1
1.3,Indian,19.03,Rain,Foil,2,Viman Nagar,53.1,0
4.4,Indian,3.56,Clear,Foil,4,Koregaon Park,84.3,1
4.8,Indian,19.69,Rain,Paper,5,Hinjewadi,30.7,1
2.3,Burger,1.92,Clear,Plastic,0,Hadapsar,82.4,0
4.1,Biryani,8.79,Storm,Paper,0,Wakad,10.3,0
1.6,Pizza,12.14,Storm,Plastic,3,Kothrud,88.1,1
3.2,South Indian,7.17,Storm,Plastic,0,Koregaon Park,67.6,0
1.9,Pizza,2.09,Storm,Foil,4,Wakad,81.0,0
4.7,Indian,15.98,Storm,Foil,3,Viman Nagar,75.7,1
1.8,Biryani,19.72,Storm,Box,2,Wakad,47.4,0
2.9,Burger,12.38,Fog,Paper,3,Hadapsar,79.8,0
1.3,South Indian,6.34,Rain,Box,3,Shivaji Nagar,79.1,1
4.8,Biryani,1.74,Storm,Plastic,5,Shivaji Nagar,18.1,1
2.6,Burger,8.26,Rain,Paper,1,Shivaji Nagar,19.2,0
4.1,South Indian,2.17,Clear,Foil,0,Pimpri,13.7,0
3.6,Pizza,7.96,Clear,Foil,2,Hadapsar,47.9,0
1.6,South Indian,11.78,Clear,Paper,2,Shivaji Nagar,28.6,0
4.2,Biryani,9.91,Fog,Box,3,Hadapsar,60.2,0
2.0,South Indian,18.7,Rain,Foil,5,Viman Nagar,82.4,1
3.8,Chinese,14.4,Storm,Paper,0,Kothrud,80.7,0
2.9,Biryani,19.44,Storm,Plastic,3,Hinjewadi,14.9,0
4.9,South Indian,15.48,Fog,Plastic,4,Hadapsar,38.3,0
4.9,Pizza,10.51,Storm,Box,0,Hinjewadi,21.7,0
1.9,South Indian,1.08,Rain,Box,2,Swargate,27.3,1
4.1,Pizza,2.62,Storm,Paper,1,Shivaji Nagar,78.9,0
2.2,Biryani,10.7,Storm,Box,1,Viman Nagar,33.1,1
1.9,Biryani,5.5,Rain,Foil,5,Pimpri,23.5,1
4.9,Chinese,11.38,Storm,Foil,5,Hinjewadi,10.2,0
4.8,South Indian,11.28,Storm,Plastic,1,Baner,34.9,1
1.0,South Indian,2.98,Clear,Paper,2,Hadapsar,41.7,1
3.9,Biryani,7.66,Fog,Paper,2,Swargate,44.7,0
1.1,Burger,11.4,Clear,Plastic,3,Swargate,51.9,1
4.0,Chinese,3.59,Fog,Paper,5,Hadapsar,20.2,0
4.9,Chinese,19.34,Storm,Plastic,4,Shivaji Nagar,61.5,0
4.8,Chinese,9.47,Fog,Plastic,0,Koregaon Park,55.2,1
1.0,Pizza,5.95,Storm,Paper,1,Hadapsar,75.2,0
1.1,Indian,11.59,Fog,Plastic,2,Hadapsar,86.3,1
1.8,Chinese,14.76,Clear,Box,1,Hadapsar,61.2,1
4.9,Indian,3.61,Fog,Foil,4,Swargate,85.5,0
1.9,Burger,12.81,Fog,Plastic,1,Wakad,12.8,0
4.6,Biryani,5.51,Storm,Paper,0,Kothrud,30.3,1
1.0,Indian,7.22,Storm,Paper,3,Hadapsar,24.9,1
3.5,Indian,17.54,Rain,Paper,3,Pimpri,70.9,0
2.8,Burger,17.17,Clear,Paper,4,Hinjewadi,73.1,1
2.3,Chinese,7.17,Rain,Paper,0,Hadapsar,23.4,1
3.7,Chinese,0.57,Fog,Paper,1,Viman Nagar,62.4,1
2.9,South Indian,16.52,Fog,Box,5,Baner,34.6,0
1.0,Indian,8.48,Fog,Box,3,Swargate,32.3,0
3.0,Biryani,1.73,Fog,Plastic,4,Kothrud,75.0,1
2.0,Pizza,11.82,Clear,Foil,2,Wakad,15.5,0
3.5,Burger,15.19,Rain,Foil,4,Hinjewadi,61.0,0
1.8,Biryani,17.07,Storm,Foil,5,Hadapsar,30.1,0
1.0,Pizza,4.11,Fog,Plastic,1,Hadapsar,23.4,0
4.1,South Indian,12.51,Rain,Plastic,2,Viman Nagar,16.2,1
1.5,Chinese,3.83,Rain,Box,2,Baner,14.1,0
4.7,South Indian,16.49,Fog,Box,3,Hinjewadi,13.9,0
4.9,South Indian,3.67,Storm,Box,4,Hinjewadi,73.5,0
1.8,South Indian,10.64,Rain,Plastic,4,Shivaji Nagar,34.7,0
4.4,Chinese,19.28,Fog,Box,2,Wakad,29.2,0
4.8,Biryani,14.98,Storm,Paper,5,Wakad,86.2,1
3.2,South Indian,7.17,Storm,Plastic,0,Koregaon Park,67.6,0
4.0,Pizza,4.01,Fog,Plastic,4,Shivaji Nagar,20.8,1
2.2,Biryani,12.81,Rain,Paper,2,Swargate,35.4,1
3.6,Biryani,10.11,Fog,Foil,2,Hinjewadi,57.0,0
1.8,Biryani,12.93,Storm,Plastic,4,Shivaji Nagar,45.3,1
4.9,Indian,15.71,Storm,Paper,2,Hadapsar,80.7,1
4.6,South Indian,14.89,Storm,Plastic,3,Viman Nagar,55.5,0
4.0,South Indian,14.25,Clear,Foil,1,Baner,29.7,0
2.2,Pizza,12.6,Fog,Foil,2,Swargate,22.1,0
5.0,Pizza,14.9,Storm,Box,1,Baner,63.1,1
2.1,Burger,4.23,Fog,Box,4,Hinjewadi,13.9,0
4.9,South Indian,19.45,Fog,Foil,1,Koregaon Park,14.1,0
2.6,Indian,17.91,Fog,Paper,3,Pimpri,89.6,0
3.6,Biryani,19.54,Clear,Foil,2,Shivaji Nagar,51.7,0
3.8,South Indian,1.69,Fog,Foil,5,Wakad,11.4,0
2.8,Chinese,14.88,Clear,Box,4,Shivaji Nagar,22.1,0
4.6,South Indian,5.94,Clear,Foil,4,Kothrud,11.2,1
3.2,Indian,14.71,Fog,Paper,0,Wakad,86.1,0
4.9,Burger,11.08,Clear,Paper,2,Hadapsar,62.7,0
1.7,South Indian,11.81,Clear,Foil,0,Koregaon Park,65.8,1
1.7,Indian,17.58,Fog,Plastic,1,Pimpri,42.0,1
1.6,Indian,3.5,Fog,Foil,5,Hinjewadi,72.4,1
1.5,Burger,3.36,Rain,Paper,0,Koregaon Park,60.9,1
4.4,Biryani,8.53,Storm,Plastic,1,Pimpri,60.3,0
1.3,Indian,6.98,Clear,Foil,2,Kothrud,30.8,0
1.9,Biryani,8.8,Storm,Foil,2,Koregaon Park,70.4,1
1.9,South Indian,4.71,Rain,Box,0,Hinjewadi,12.5,0
3.4,Indian,1.91,Rain,Plastic,4,Hinjewadi,37.7,1
3.5,South Indian,7.33,Rain,Plastic,3,Kothrud,63.7,1
5.0,Chinese,5.75,Rain,Box,4,Hinjewadi,19.7,1
4.7,South Indian,0.93,Clear,Box,2,Shivaji Nagar,17.5,0
2.2,Chinese,2.64,Clear,Paper,1,Hadapsar,36.6,1
4.8,Chinese,1.53,Clear,Box,2,Koregaon Park,42.2,0
4.7,Biryani,18.78,Rain,Plastic,5,Koregaon Park,12.1,0
2.6,Indian,1.14,Clear,Plastic,4,Hadapsar,84.5,1
2.2,Pizza,19.67,Clear,Paper,1,Shivaji Nagar,28.9,1
4.0,Biryani,18.07,Clear,Paper,5,Wakad,37.0,1
4.5,Burger,2.44,Rain,Foil,1,Baner,43.8,0
1.5,Pizza,6.21,Rain,Paper,4,Shivaji Nagar,20.0,1
4.3,Chinese,13.25,Fog,Plastic,3,Koregaon Park,12.2,0
2.0,Burger,4.79,Storm,Plastic,1,Shivaji Nagar,15.9,1
1.7,Indian,14.02,Clear,Box,1,Swargate,28.9,0
3.7,Biryani,19.52,Storm,Plastic,0,Wakad,53.7,0
3.5,Pizza,12.29,Storm,Paper,3,Swargate,73.8,0
3.2,Chinese,4.33,Fog,Paper,1,Wakad,69.7,0
1.5,Biryani,5.77,Rain,Box,2,Baner,43.6,0
1.0,Burger,14.79,Fog,Paper,4,Wakad,19.5,1
3.5,Indian,5.18,Clear,Plastic,0,Shivaji Nagar,46.6,1
3.5,Chinese,6.46,Rain,Plastic,1,Swargate,29.9,0
1.7,Pizza,10.98,Clear,Box,5,Swargate,85.8,1
1.8,Chinese,7.17,Clear,Box,5,Shivaji Nagar,86.5,1
1.7,Pizza,9.46,Clear,Paper,4,Wakad,28.5,1
4.5,South Indian,18.14,Clear,Plastic,4,Baner,52.1,0
2.0,Pizza,11.2,Rain,Paper,1,Swargate,61.7,1
2.3,Indian,14.29,Fog,Paper,2,Wakad,85.7,1
3.6,Indian,15.55,Rain,Plastic,1,Hinjewadi,87.2,0
2.9,Burger,4.45,Fog,Foil,3,Pimpri,60.6,0
1.4,South Indian,7.75,Clear,Plastic,4,Wakad,30.0,0
2.7,Burger,15.94,Storm,Box,4,Viman Nagar,10.6,0
3.2,Burger,9.23,Rain,Paper,2,Shivaji Nagar,10.3,0
1.7,Pizza,14.92,Fog,Foil,0,Hadapsar,78.9,0
3.3,Biryani,4.49,Clear,Paper,4,Swargate,36.4,1
3.2,Pizza,6.35,Fog,Paper,3,Kothrud,89.4,1
4.6,Chinese,3.17,Rain,Plastic,1,Baner,40.4,0
4.6,South Indian,13.97,Fog,Box,0,Kothrud,33.2,0
3.9,Burger,1.43,Storm,Plastic,0,Hinjewadi,51.1,0
1.8,Chinese,7.99,Clear,Box,1,Koregaon Park,57.2,1
1.9,Pizza,1.27,Storm,Foil,2,Hinjewadi,78.8,1
3.6,Indian,0.68,Rain,Foil,5,Shivaji Nagar,47.2,0
1.1,Burger,15.71,Clear,Plastic,3,Koregaon Park,61.9,1
4.1,South Indian,3.57,Fog,Plastic,2,Swargate,14.3,0
3.5,Chinese,3.73,Rain,Foil,5,Hadapsar,44.0,1
2.2,Pizza,12.26,Fog,Foil,0,Hadapsar,45.3,1
4.8,Chinese,7.93,Clear,Box,1,Swargate,21.3,0
4.9,Pizza,10.31,Rain,Foil,4,Viman Nagar,41.9,0
2.8,Indian,18.36,Fog,Plastic,2,Wakad,71.9,0
4.4,Indian,1.71,Rain,Box,3,Shivaji Nagar,52.0,0
2.5,Biryani,15.51,Clear,Plastic,4,Baner,25.7,0
2.2,Chinese,14.87,Clear,Plastic,5,Viman Nagar,44.3,0
4.4,Biryani,9.11,Storm,Box,5,Viman Nagar,27.4,0
2.2,Indian,15.08,Clear,Foil,1,Kothrud,47.4,0
3.2,South Indian,4.1,Clear,Paper,4,Swargate,31.0,1
3.6,Biryani,11.17,Storm,Box,2,Kothrud,18.4,0
1.6,South Indian,19.92,Fog,Foil,1,Viman Nagar,16.7,0
1.2,Pizza,5.95,Clear,Paper,0,Hadapsar,35.3,1
4.0,Indian,18.02,Rain,Foil,3,Kothrud,85.9,1
4.7,Indian,0.52,Clear,Box,5,Pimpri,40.1,0
2.0,Burger,6.58,Storm,Plastic,5,Baner,55.2,1
4.6,Biryani,4.15,Rain,Plastic,4,Baner,33.7,1
1.0,Pizza,5.3,Clear,Foil,4,Baner,40.3,0
3.1,Indian,2.58,Rain,Plastic,0,Hadapsar,57.1,0
3.6,South Indian,3.62,Storm,Paper,4,Shivaji Nagar,70.6,1
4.5,Burger,7.41,Fog,Box,5,Pimpri,63.6,0
4.4,Burger,15.86,Fog,Paper,5,Hadapsar,72.7,1
3.2,Pizza,13.86,Fog,Paper,0,Hinjewadi,17.6,0
2.1,Burger,14.13,Rain,Plastic,3,Hinjewadi,13.1,1
4.2,Pizza,2.97,Fog,Paper,4,Pimpri,34.5,1
1.2,Burger,2.39,Storm,Paper,5,Kothrud,19.6,1
1.3,South Indian,1.2,Clear,Paper,4,Pimpri,28.9,1
4.9,Indian,2.97,Fog,Plastic,2,Hinjewadi,77.7,0
2.1,Pizza,19.47,Rain,Paper,5,Koregaon Park,87.2,1
2.7,Chinese,17.86,Fog,Foil,2,Koregaon Park,41.5,0
3.3,South Indian,7.46,Fog,Foil,2,Swargate,33.6,0
1.9,Burger,18.14,Storm,Paper,5,Baner,78.3,1
2.4,Chinese,6.91,Rain,Paper,5,Hinjewadi,56.8,1
4.7,Chinese,19.5,Clear,Paper,1,Swargate,47.0,0
